Directorio,¿Juega videojuegos?,¿Con qué frecuencia?
3094228,2,0
3094228,2,0
3094229,1,2
3094229,2,0
3094229,2,0
3094230,1,1
3094230,1,2
3094230,1,3
3094231,1,1
3094231,1,1
3094231,2,0
3094231,2,0
3094232,2,0
3094232,2,0
3094232,2,0
3094232,2,0
3094233,1,1
3094233,2,0
3094234,2,0
3094234,2,0
3094235,2,0
3094235,2,0
3094237,2,0
3094238,1,1
3094238,2,0
3094239,2,0
3094239,2,0
3094239,2,0
3094239,2,0
3094240,1,3
3094240,2,0
3094240,2,0
3094240,2,0
3094241,2,0
3094242,1,2
3094242,2,0
3094242,2,0
3094243,2,0
3094243,2,0
3094244,1,4
3094244,2,0
3094244,2,0
3094244,2,0
3094245,2,0
3094246,2,0
3094246,2,0
3094247,1,1
3094248,1,4
3094248,2,0
3094248,2,0
3094248,2,0
3094249,2,0
3094249,2,0
3094249,2,0
3094250,1,3
3094250,2,0
3094250,2,0
3094251,2,0
3094252,2,0
3094252,2,0
3094254,2,0
3094254,2,0
3094255,2,0
3094256,2,0
3094257,2,0
3094257,2,0
3094257,2,0
3094257,2,0
3094258,1,1
3094258,2,0
3094258,2,0
3094259,1,2
3094260,2,0
3094260,2,0
3094261,2,0
3094261,2,0
3094262,2,0
3094262,2,0
3094263,1,2
3094263,2,0
3094264,1,2
3094264,2,0
3094264,2,0
3094264,2,0
3094264,2,0
3094265,1,3
3094265,2,0
3094265,2,0
3094265,2,0
3094267,1,3
3094268,1,4
3094268,2,0
3094268,2,0
3094269,2,0
3094270,2,0
3094271,2,0
3094271,2,0
3094271,2,0
3094272,1,2
3094273,1,3
3094273,2,0
3094274,1,2
3094275,1,1
3094275,2,0
3094275,2,0
3094276,2,0
3094277,1,2
3094277,1,2
3094278,1,1
3094278,1,1
3094280,2,0
3094280,2,0
3094280,2,0
3094281,2,0
3094282,1,2
3094282,2,0
3094283,2,0
3094283,2,0
3094283,2,0
3094285,2,0
3094285,2,0
3094286,1,1
3094286,1,1
3094286,2,0
3094286,2,0
3094287,2,0
3094288,2,0
3094288,2,0
3094288,2,0
3094289,1,3
3094289,2,0
3094289,2,0
3094290,2,0
3094291,2,0
3094292,2,0
3094292,2,0
3094292,2,0
3094292,2,0
3094292,2,0
3094293,2,0
3094294,2,0
3094294,2,0
3094295,1,4
3094295,2,0
3094295,2,0
3094296,2,0
3094296,2,0
3094298,2,0
3094298,2,0
3094300,2,0
3094300,2,0
3094301,2,0
3094301,2,0
3094302,2,0
3094302,2,0
3094304,2,0
3094304,2,0
3094305,2,0
3094305,2,0
3094307,1,3
3094307,2,0
3094307,2,0
3094309,2,0
3094309,2,0
3094309,2,0
3094310,2,0
3094311,2,0
3094312,1,1
3094312,1,2
3094312,2,0
3094312,2,0
3094314,1,3
3094316,2,0
3094316,2,0
3094317,2,0
3094317,2,0
3094318,2,0
3094319,2,0
3094319,2,0
3094320,2,0
3094321,1,1
3094321,2,0
3094321,2,0
3094321,2,0
3094321,2,0
3094321,2,0
3094322,2,0
3094323,2,0
3094323,2,0
3094324,2,0
3094324,2,0
3094326,2,0
3094326,2,0
3094326,2,0
3094327,1,1
3094327,2,0
3094327,2,0
3094328,2,0
3094329,1,1
3094329,1,1
3094329,1,3
3094329,1,3
3094330,1,2
3094330,1,2
3094330,2,0
3094330,2,0
3094330,2,0
3094331,2,0
3094331,2,0
3094331,2,0
3094331,2,0
3094333,1,3
3094333,2,0
3094334,2,0
3094335,2,0
3094336,1,2
3094336,1,3
3094337,1,1
3094337,1,2
3094337,2,0
3094337,2,0
3094339,1,2
3094339,2,0
3094340,2,0
3094340,2,0
3094341,1,3
3094341,2,0
3094342,2,0
3094343,2,0
3094343,2,0
3094344,2,0
3094344,2,0
3094345,1,4
3094345,2,0
3094345,2,0
3094346,1,1
3094346,1,4
3094346,2,0
3094346,2,0
3094346,2,0
3094347,1,1
3094347,1,3
3094347,2,0
3094347,2,0
3094347,2,0
3094347,2,0
3094347,2,0
3094348,2,0
3094349,2,0
3094350,2,0
3094351,2,0
3094351,2,0
3094352,2,0
3094352,2,0
3094353,2,0
3094353,2,0
3094353,2,0
3094353,2,0
3094354,2,0
3094354,2,0
3094355,2,0
3094355,2,0
3094356,2,0
3094357,2,0
3094357,2,0
3094357,2,0
3094357,2,0
3094358,1,2
3094358,2,0
3094358,2,0
3094358,2,0
3094359,1,2
3094359,2,0
3094359,2,0
3094359,2,0
3094359,2,0
3094360,2,0
3094361,2,0
3094361,2,0
3094362,2,0
3094362,2,0
3094363,2,0
3094363,2,0
3094363,2,0
3094364,1,3
3094364,2,0
3094365,1,2
3094365,1,3
3094365,1,3
3094365,1,3
3094365,1,3
3094365,2,0
3094365,2,0
3094366,1,2
3094366,1,2
3094366,2,0
3094366,2,0
3094367,1,2
3094367,1,2
3094367,2,0
3094367,2,0
3094367,2,0
3094367,2,0
3094369,2,0
3094369,2,0
3094370,2,0
3094370,2,0
3094371,2,0
3094372,2,0
3094373,1,2
3094373,2,0
3094373,2,0
3094374,2,0
3094375,1,4
3094376,2,0
3094376,2,0
3094378,2,0
3094378,2,0
3094379,2,0
3094379,2,0
3094380,1,2
3094380,2,0
3094380,2,0
3094380,2,0
3094382,2,0
3094382,2,0
3094383,2,0
3094384,1,2
3094384,2,0
3094384,2,0
3094385,2,0
3094385,2,0
3094386,2,0
3094386,2,0
3094387,2,0
3094387,2,0
3094388,2,0
3094388,2,0
3094388,2,0
3094388,2,0
3094388,2,0
3094388,2,0
3094389,2,0
3094390,2,0
3094391,2,0
3094391,2,0
3094391,2,0
3094392,2,0
3094392,2,0
3094393,2,0
3094394,1,1
3094394,2,0
3094396,2,0
3094396,2,0
3094396,2,0
3094396,2,0
3094397,1,1
3094397,2,0
3094398,2,0
3094399,2,0
3094400,2,0
3094400,2,0
3094401,1,4
3094402,2,0
3094402,2,0
3094402,2,0
3094403,2,0
3094405,2,0
3094406,2,0
3094408,2,0
3094408,2,0
3094410,1,3
3094411,2,0
3094411,2,0
3094411,2,0
3094411,2,0
3094412,1,2
3094412,1,3
3094412,1,3
3094412,2,0
3094412,2,0
3094413,1,3
3094413,2,0
3094413,2,0
3094413,2,0
3094414,1,2
3094414,1,2
3094414,2,0
3094414,2,0
3094416,1,3
3094416,2,0
3094416,2,0
3094416,2,0
3094417,2,0
3094417,2,0
3094418,2,0
3094418,2,0
3094419,2,0
3094419,2,0
3094420,2,0
3094421,1,2
3094421,2,0
3094421,2,0
3094421,2,0
3094422,2,0
3094423,2,0
3094423,2,0
3094424,2,0
3094424,2,0
3094425,2,0
3094426,2,0
3094426,2,0
3094427,2,0
3094427,2,0
3094428,2,0
3094428,2,0
3094428,2,0
3094428,2,0
3094428,2,0
3094429,2,0
3094429,2,0
3094430,2,0
3094430,2,0
3094430,2,0
3094431,2,0
3094431,2,0
3094432,2,0
3094433,2,0
3094433,2,0
3094433,2,0
3094434,1,1
3094435,2,0
3094435,2,0
3094436,1,3
3094436,2,0
3094436,2,0
3094437,2,0
3094437,2,0
3094438,2,0
3094439,2,0
3094439,2,0
3094440,2,0
3094440,2,0
3094441,2,0
3094441,2,0
3094442,1,1
3094442,2,0
3094442,2,0
3094442,2,0
3094443,2,0
3094443,2,0
3094443,2,0
3094444,2,0
3094444,2,0
3094444,2,0
3094444,2,0
3094445,2,0
3094445,2,0
3094446,2,0
3094446,2,0
3094446,2,0
3094446,2,0
3094446,2,0
3094447,2,0
3094447,2,0
3094448,2,0
3094449,2,0
3094449,2,0
3094450,2,0
3094450,2,0
3094451,1,3
3094451,2,0
3094451,2,0
3094452,2,0
3094452,2,0
3094452,2,0
3094453,2,0
3094453,2,0
3094455,2,0
3094455,2,0
3094456,2,0
3094456,2,0
3094457,2,0
3094457,2,0
3094458,1,1
3094458,1,2
3094458,2,0
3094458,2,0
3094459,2,0
3094459,2,0
3094460,2,0
3094460,2,0
3094460,2,0
3094460,2,0
3094460,2,0
3094461,1,2
3094461,1,2
3094461,2,0
3094461,2,0
3094462,2,0
3094463,2,0
3094463,2,0
3094464,2,0
3094464,2,0
3094465,2,0
3094465,2,0
3094466,2,0
3094466,2,0
3094466,2,0
3094467,2,0
3094468,2,0
3094468,2,0
3094469,2,0
3094470,2,0
3094471,2,0
3094471,2,0
3094472,1,2
3094472,2,0
3094472,2,0
3094472,2,0
3094473,2,0
3094474,1,1
3094474,1,1
3094474,2,0
3094474,2,0
3094474,2,0
3094476,1,2
3094476,2,0
3094476,2,0
3094477,2,0
3094477,2,0
3094478,1,1
3094478,1,3
3094478,2,0
3094478,2,0
3094480,2,0
3094480,2,0
3094481,1,1
3094481,2,0
3094481,2,0
3094481,2,0
3094481,2,0
3094484,2,0
3094486,2,0
3094486,2,0
3094486,2,0
3094486,2,0
3094487,1,4
3094487,2,0
3094488,2,0
3094488,2,0
3094491,1,2
3094491,2,0
3094492,2,0
3094493,2,0
3094493,2,0
3094493,2,0
3094493,2,0
3094493,2,0
3094495,2,0
3094497,2,0
3094497,2,0
3094498,2,0
3094498,2,0
3094498,2,0
3094500,2,0
3094500,2,0
3094501,2,0
3094501,2,0
3094504,2,0
3094505,2,0
3094505,2,0
3094508,1,2
3094508,2,0
3094508,2,0
3094508,2,0
3094510,2,0
3094510,2,0
3094510,2,0
3094514,1,1
3094514,1,2
3094514,2,0
3094514,2,0
3094516,2,0
3094516,2,0
3094518,2,0
3094521,2,0
3094521,2,0
3094523,2,0
3094523,2,0
3094525,1,2
3094525,2,0
3094525,2,0
3094527,2,0
3094528,2,0
3094528,2,0
3094531,1,1
3094531,2,0
3094531,2,0
3094531,2,0
3094533,1,3
3094533,2,0
3094533,2,0
3094533,2,0
3094533,2,0
3094534,2,0
3094534,2,0
3094535,2,0
3094538,2,0
3094538,2,0
3094539,1,1
3094539,1,2
3094539,2,0
3094539,2,0
3094540,2,0
3094540,2,0
3094540,2,0
3094543,1,1
3094543,1,2
3094543,1,2
3094543,2,0
3094543,2,0
3094544,2,0
3094544,2,0
3094547,2,0
3094547,2,0
3094548,2,0
3094548,2,0
3094550,2,0
3094550,2,0
3094551,1,2
3094551,2,0
3094551,2,0
3094551,2,0
3094553,2,0
3094553,2,0
3094555,2,0
3094556,2,0
3094556,2,0
3094556,2,0
3094557,1,2
3094557,2,0
3094557,2,0
3094557,2,0
3094558,1,2
3094558,1,2
3094558,2,0
3094558,2,0
3094559,1,2
3094560,2,0
3094561,1,2
3094561,1,4
3094561,2,0
3094562,1,2
3094562,2,0
3094562,2,0
3094563,2,0
3094563,2,0
3094563,2,0
3094564,1,2
3094564,2,0
3094564,2,0
3094564,2,0
3094565,1,2
3094565,2,0
3094565,2,0
3094566,1,1
3094566,1,2
3094566,1,2
3094566,1,4
3094567,1,2
3094567,2,0
3094569,2,0
3094570,1,3
3094570,2,0
3094571,2,0
3094572,2,0
3094573,1,1
3094573,2,0
3094573,2,0
3094574,2,0
3094574,2,0
3094575,2,0
3094575,2,0
3094576,1,2
3094576,2,0
3094576,2,0
3094576,2,0
3094577,2,0
3094577,2,0
3094578,1,2
3094578,2,0
3094578,2,0
3094579,1,3
3094579,2,0
3094579,2,0
3094580,2,0
3094580,2,0
3094581,2,0
3094581,2,0
3094581,2,0
3094582,1,2
3094582,2,0
3094582,2,0
3094582,2,0
3094582,2,0
3094583,2,0
3094583,2,0
3094583,2,0
3094584,1,1
3094584,2,0
3094584,2,0
3094585,2,0
3094585,2,0
3094585,2,0
3094585,2,0
3094585,2,0
3094586,2,0
3094586,2,0
3094587,2,0
3094587,2,0
3094587,2,0
3094587,2,0
3094589,2,0
3094589,2,0
3094589,2,0
3094590,2,0
3094590,2,0
3094590,2,0
3094591,2,0
3094591,2,0
3094592,2,0
3094592,2,0
3094592,2,0
3094592,2,0
3094593,1,1
3094593,2,0
3094593,2,0
3094594,2,0
3094594,2,0
3094594,2,0
3094594,2,0
3094597,2,0
3094597,2,0
3094598,1,1
3094598,1,2
3094598,2,0
3094599,2,0
3094601,2,0
3094601,2,0
3094601,2,0
3094601,2,0
3094601,2,0
3094601,2,0
3094602,2,0
3094602,2,0
3094603,2,0
3094603,2,0
3094603,2,0
3094604,1,2
3094604,2,0
3094604,2,0
3094605,1,2
3094607,2,0
3094607,2,0
3094607,2,0
3094607,2,0
3094607,2,0
3094608,2,0
3094608,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094609,2,0
3094610,1,1
3094610,2,0
3094611,2,0
3094611,2,0
3094611,2,0
3094611,2,0
3094612,1,2
3094612,2,0
3094612,2,0
3094613,2,0
3094613,2,0
3094617,2,0
3094619,2,0
3094620,2,0
3094620,2,0
3094622,1,2
3094622,2,0
3094623,2,0
3094623,2,0
3094624,2,0
3094625,1,2
3094625,2,0
3094626,1,1
3094626,1,2
3094626,2,0
3094627,2,0
3094628,1,2
3094629,2,0
3094629,2,0
3094630,1,2
3094630,2,0
3094631,1,4
3094631,2,0
3094631,2,0
3094633,1,3
3094633,1,4
3094634,2,0
3094634,2,0
3094637,2,0
3094637,2,0
3094639,1,3
3094639,2,0
3094639,2,0
3094644,2,0
3094644,2,0
3094645,1,1
3094645,2,0
3094645,2,0
3094645,2,0
3094646,2,0
3094647,2,0
3094648,2,0
3094648,2,0
3094648,2,0
3094649,1,3
3094649,2,0
3094649,2,0
3094651,2,0
3094652,2,0
3094652,2,0
3094652,2,0
3094652,2,0
3094652,2,0
3094653,2,0
3094654,2,0
3094655,2,0
3094655,2,0
3094655,2,0
3094655,2,0
3094655,2,0
3094655,2,0
3094656,2,0
3094658,2,0
3094659,2,0
3094659,2,0
3094661,2,0
3094662,1,2
3094662,2,0
3094662,2,0
3094663,2,0
3094665,2,0
3094665,2,0
3094667,1,2
3094667,2,0
3094667,2,0
3094667,2,0
3094668,2,0
3094668,2,0
3094668,2,0
3094669,2,0
3094669,2,0
3094669,2,0
3094670,2,0
3094670,2,0
3094671,2,0
3094671,2,0
3094671,2,0
3094673,1,1
3094673,2,0
3094674,2,0
3094674,2,0
3094675,2,0
3094675,2,0
3094676,1,2
3094676,1,3
3094676,1,3
3094676,2,0
3094677,1,3
3094677,1,3
3094678,1,2
3094679,2,0
3094679,2,0
3094680,1,2
3094680,1,3
3094680,2,0
3094680,2,0
3094680,2,0
3094680,2,0
3094681,2,0
3094681,2,0
3094682,1,3
3094682,2,0
3094683,2,0
3094683,2,0
3094684,2,0
3094685,1,2
3094685,2,0
3094686,1,3
3094686,2,0
3094686,2,0
3094687,2,0
3094688,1,2
3094688,2,0
3094689,1,2
3094689,1,2
3094689,1,2
3094689,2,0
3094691,2,0
3094691,2,0
3094692,1,2
3094693,2,0
3094693,2,0
3094694,1,2
3094695,2,0
3094695,2,0
3094695,2,0
3094696,1,3
3094696,2,0
3094696,2,0
3094696,2,0
3094696,2,0
3094697,1,2
3094697,2,0
3094698,1,1
3094698,2,0
3094698,2,0
3094699,2,0
3094699,2,0
3094699,2,0
3094699,2,0
3094700,2,0
3094700,2,0
3094701,2,0
3094701,2,0
3094702,2,0
3094702,2,0
3094703,2,0
3094703,2,0
3094704,1,1
3094704,2,0
3094705,2,0
3094705,2,0
3094707,1,2
3094707,1,2
3094708,2,0
3094708,2,0
3094709,2,0
3094710,2,0
3094710,2,0
3094712,2,0
3094712,2,0
3094713,2,0
3094713,2,0
3094714,2,0
3094715,2,0
3094715,2,0
3094716,1,2
3094716,1,3
3094717,1,3
3094717,2,0
3094717,2,0
3094717,2,0
3094717,2,0
3094718,1,2
3094718,1,2
3094718,1,2
3094718,2,0
3094719,2,0
3094719,2,0
3094721,2,0
3094721,2,0
3094722,1,2
3094722,1,2
3094722,2,0
3094722,2,0
3094724,2,0
3094724,2,0
3094724,2,0
3094725,2,0
3094725,2,0
3094726,1,2
3094726,1,2
3094727,1,2
3094727,1,2
3094727,2,0
3094727,2,0
3094728,2,0
3094728,2,0
3094728,2,0
3094728,2,0
3094729,2,0
3094730,1,1
3094730,2,0
3094731,2,0
3094731,2,0
3094731,2,0
3094732,2,0
3094732,2,0
3094733,2,0
3094733,2,0
3094734,2,0
3094735,2,0
3094735,2,0
3094736,1,4
3094737,1,1
3094737,1,3
3094738,1,2
3094738,1,2
3094738,2,0
3094739,2,0
3094739,2,0
3094740,2,0
3094740,2,0
3094741,2,0
3094742,1,1
3094742,2,0
3094742,2,0
3094743,2,0
3094743,2,0
3094743,2,0
3094745,1,2
3094745,1,2
3094746,2,0
3094746,2,0
3094746,2,0
3094746,2,0
3094747,2,0
3094747,2,0
3094748,1,1
3094749,1,2
3094749,2,0
3094749,2,0
3094750,2,0
3094751,1,2
3094751,2,0
3094751,2,0
3094752,1,2
3094752,2,0
3094753,2,0
3094754,2,0
3094755,2,0
3094755,2,0
3094756,2,0
3094756,2,0
3094756,2,0
3094757,2,0
3094757,2,0
3094757,2,0
3094757,2,0
3094758,1,3
3094758,2,0
3094758,2,0
3094758,2,0
3094759,2,0
3094759,2,0
3094759,2,0
3094759,2,0
3094759,2,0
3094760,2,0
3094760,2,0
3094760,2,0
3094761,2,0
3094761,2,0
3094762,1,1
3094762,2,0
3094762,2,0
3094763,1,2
3094763,1,2
3094763,2,0
3094763,2,0
3094765,2,0
3094765,2,0
3094765,2,0
3094765,2,0
3094766,2,0
3094767,1,3
3094767,2,0
3094768,1,1
3094768,2,0
3094768,2,0
3094768,2,0
3094769,1,2
3094769,1,2
3094769,1,2
3094770,2,0
3094771,2,0
3094773,2,0
3094775,1,3
3094775,2,0
3094775,2,0
3094776,2,0
3094776,2,0
3094776,2,0
3094776,2,0
3094778,2,0
3094779,2,0
3094780,1,2
3094780,2,0
3094781,1,3
3094781,2,0
3094781,2,0
3094782,2,0
3094782,2,0
3094782,2,0
3094782,2,0
3094783,2,0
3094783,2,0
3094783,2,0
3094783,2,0
3094783,2,0
3094784,1,1
3094784,1,1
3094784,2,0
3094785,2,0
3094785,2,0
3094786,2,0
3094786,2,0
3094787,2,0
3094787,2,0
3094788,1,1
3094788,1,4
3094788,2,0
3094789,1,2
3094789,1,3
3094790,1,2
3094790,2,0
3094790,2,0
3094790,2,0
3094792,2,0
3094793,1,1
3094793,2,0
3094793,2,0
3094794,2,0
3094794,2,0
3094795,1,3
3094795,2,0
3094795,2,0
3094796,2,0
3094796,2,0
3094798,2,0
3094799,1,4
3094800,1,1
3094800,1,2
3094800,1,2
3094800,2,0
3094801,2,0
3094801,2,0
3094801,2,0
3094802,2,0
3094802,2,0
3094803,1,2
3094803,2,0
3094803,2,0
3094804,2,0
3094804,2,0
3094805,2,0
3094806,1,2
3094806,1,3
3094807,1,2
3094807,2,0
3094807,2,0
3094808,1,2
3094808,1,3
3094808,2,0
3094809,2,0
3094809,2,0
3094810,2,0
3094810,2,0
3094810,2,0
3094811,2,0
3094811,2,0
3094812,2,0
3094812,2,0
3094813,2,0
3094813,2,0
3094814,2,0
3094814,2,0
3094814,2,0
3094815,2,0
3094815,2,0
3094815,2,0
3094815,2,0
3094815,2,0
3094816,1,2
3094816,1,2
3094817,2,0
3094817,2,0
3094817,2,0
3094817,2,0
3094818,2,0
3094818,2,0
3094818,2,0
3094818,2,0
3094819,2,0
3094820,2,0
3094821,2,0
3094821,2,0
3094821,2,0
3094821,2,0
3094821,2,0
3094822,1,3
3094823,2,0
3094823,2,0
3094824,2,0
3094824,2,0
3094824,2,0
3094825,1,1
3094825,1,4
3094825,2,0
3094825,2,0
3094826,2,0
3094826,2,0
3094827,1,2
3094827,2,0
3094827,2,0
3094828,2,0
3094828,2,0
3094828,2,0
3094829,2,0
3094830,1,1
3094830,1,3
3094832,1,1
3094832,2,0
3094833,2,0
3094834,2,0
3094834,2,0
3094835,2,0
3094835,2,0
3094836,2,0
3094836,2,0
3094836,2,0
3094836,2,0
3094837,1,1
3094837,1,3
3094837,2,0
3094837,2,0
3094837,2,0
3094837,2,0
3094837,2,0
3094838,1,1
3094838,2,0
3094839,1,3
3094839,1,3
3094839,2,0
3094839,2,0
3094839,2,0
3094840,2,0
3094841,2,0
3094842,2,0
3094843,2,0
3094844,1,1
3094844,2,0
3094844,2,0
3094845,2,0
3094845,2,0
3094845,2,0
3094845,2,0
3094847,2,0
3094848,1,1
3094848,1,2
3094848,2,0
3094849,1,3
3094849,2,0
3094850,2,0
3094851,2,0
3094852,1,1
3094852,1,3
3094853,1,2
3094853,1,2
3094854,2,0
3094854,2,0
3094854,2,0
3094855,2,0
3094855,2,0
3094856,2,0
3094856,2,0
3094857,1,1
3094857,2,0
3094857,2,0
3094857,2,0
3094857,2,0
3094857,2,0
3094858,2,0
3094858,2,0
3094859,2,0
3094860,2,0
3094862,1,2
3094863,2,0
3094864,2,0
3094865,1,2
3094866,2,0
3094866,2,0
3094866,2,0
3094867,2,0
3094867,2,0
3094868,2,0
3094868,2,0
3094868,2,0
3094868,2,0
3094869,1,2
3094869,2,0
3094869,2,0
3094870,1,1
3094870,1,1
3094870,2,0
3094870,2,0
3094870,2,0
3094871,1,2
3094872,2,0
3094872,2,0
3094872,2,0
3094873,1,3
3094874,2,0
3094874,2,0
3094875,2,0
3094875,2,0
3094875,2,0
3094876,2,0
3094877,2,0
3094877,2,0
3094878,2,0
3094879,2,0
3094879,2,0
3094880,1,2
3094881,2,0
3094882,1,4
3094882,2,0
3094883,2,0
3094884,2,0
3094884,2,0
3094884,2,0
3094885,2,0
3094885,2,0
3094885,2,0
3094886,2,0
3094886,2,0
3094887,1,1
3094887,1,2
3094887,1,2
3094891,2,0
3094893,1,2
3094893,1,2
3094894,1,1
3094894,2,0
3094894,2,0
3094895,1,4
3094895,2,0
3094897,1,2
3094898,2,0
3094898,2,0
3094898,2,0
3094898,2,0
3094899,1,1
3094899,1,2
3094899,1,2
3094899,2,0
3094899,2,0
3094899,2,0
3094900,2,0
3094900,2,0
3094900,2,0
3094900,2,0
3094900,2,0
3094900,2,0
3094901,1,1
3094901,1,3
3094901,2,0
3094902,2,0
3094902,2,0
3094903,2,0
3094903,2,0
3094903,2,0
3094903,2,0
3094904,2,0
3094905,1,1
3094905,2,0
3094905,2,0
3094906,2,0
3094907,1,2
3094907,2,0
3094907,2,0
3094908,2,0
3094908,2,0
3094909,2,0
3094909,2,0
3094910,1,2
3094910,1,2
3094911,1,3
3094911,1,4
3094911,2,0
3094911,2,0
3094911,2,0
3094912,1,3
3094912,2,0
3094912,2,0
3094913,2,0
3094913,2,0
3094914,2,0
3094914,2,0
3094915,2,0
3094915,2,0
3094916,1,2
3094916,2,0
3094916,2,0
3094917,1,1
3094917,1,1
3094917,1,1
3094918,2,0
3094919,1,1
3094919,2,0
3094919,2,0
3094920,2,0
3094920,2,0
3094921,1,2
3094921,2,0
3094921,2,0
3094922,1,1
3094922,1,1
3094922,1,2
3094922,2,0
3094923,1,2
3094923,2,0
3094924,1,1
3094924,1,2
3094924,2,0
3094924,2,0
3094925,1,4
3094925,2,0
3094926,1,2
3094926,1,3
3094926,2,0
3094927,2,0
3094928,1,1
3094928,1,4
3094928,2,0
3094929,2,0
3094929,2,0
3094929,2,0
3094929,2,0
3094930,1,2
3094930,2,0
3094931,2,0
3094931,2,0
3094932,2,0
3094932,2,0
3094933,2,0
3094934,2,0
3094934,2,0
3094934,2,0
3094935,2,0
3094936,1,2
3094936,2,0
3094936,2,0
3094937,2,0
3094937,2,0
3094937,2,0
3094938,2,0
3094938,2,0
3094938,2,0
3094939,2,0
3094939,2,0
3094940,2,0
3094941,2,0
3094941,2,0
3094941,2,0
3094942,2,0
3094942,2,0
3094943,2,0
3094943,2,0
3094943,2,0
3094944,1,3
3094944,2,0
3094944,2,0
3094944,2,0
3094945,2,0
3094946,2,0
3094946,2,0
3094946,2,0
3094947,1,1
3094947,2,0
3094947,2,0
3094948,1,3
3094948,1,4
3094948,2,0
3094948,2,0
3094949,2,0
3094949,2,0
3094950,2,0
3094950,2,0
3094951,2,0
3094951,2,0
3094951,2,0
3094952,2,0
3094952,2,0
3094952,2,0
3094953,1,2
3094953,2,0
3094953,2,0
3094954,2,0
3094954,2,0
3094954,2,0
3094955,1,2
3094955,1,2
3094955,2,0
3094956,2,0
3094956,2,0
3094956,2,0
3094956,2,0
3094957,2,0
3094958,2,0
3094959,2,0
3094959,2,0
3094959,2,0
3094959,2,0
3094959,2,0
3094960,2,0
3094961,1,3
3094962,1,3
3094962,2,0
3094963,2,0
3094963,2,0
3094965,2,0
3094965,2,0
3094966,1,2
3094966,2,0
3094966,2,0
3094966,2,0
3094967,2,0
3094967,2,0
3094967,2,0
3094968,2,0
3094969,1,1
3094969,1,1
3094969,1,2
3094969,2,0
3094970,2,0
3094971,1,3
3094971,2,0
3094971,2,0
3094972,2,0
3094972,2,0
3094973,1,2
3094973,1,3
3094974,1,3
3094976,2,0
3094978,1,1
3094978,1,1
3094978,1,2
3094978,1,3
3094978,2,0
3094980,2,0
3094980,2,0
3094980,2,0
3094981,2,0
3094981,2,0
3094982,2,0
3094982,2,0
3094983,2,0
3094983,2,0
3094983,2,0
3094984,2,0
3094984,2,0
3094984,2,0
3094985,1,2
3094985,2,0
3094985,2,0
3094986,1,2
3094986,2,0
3094986,2,0
3094987,2,0
3094988,2,0
3094988,2,0
3094988,2,0
3094989,2,0
3094989,2,0
3094989,2,0
3094990,2,0
3094990,2,0
3094991,2,0
3094991,2,0
3094991,2,0
3094991,2,0
3094992,2,0
3094992,2,0
3094993,1,3
3094993,2,0
3094993,2,0
3094994,2,0
3094994,2,0
3094994,2,0
3094994,2,0
3094995,2,0
3094995,2,0
3094996,1,3
3094996,2,0
3094997,1,3
3094997,2,0
3094998,2,0
3094999,2,0
3095000,1,4
3095001,1,3
3095002,2,0
3095002,2,0
3095003,2,0
3095003,2,0
3095004,2,0
3095004,2,0
3095005,2,0
3095006,1,1
3095006,2,0
3095007,2,0
3095007,2,0
3095008,2,0
3095009,2,0
3095009,2,0
3095010,2,0
3095010,2,0
3095011,1,1
3095011,1,1
3095011,1,3
3095011,2,0
3095011,2,0
3095012,1,1
3095012,1,2
3095012,2,0
3095012,2,0
3095013,1,2
3095013,1,3
3095013,2,0
3095013,2,0
3095015,2,0
3095016,1,1
3095016,2,0
3095017,2,0
3095017,2,0
3095018,2,0
3095018,2,0
3095019,1,1
3095019,2,0
3095020,1,2
3095021,1,1
3095021,2,0
3095021,2,0
3095021,2,0
3095022,1,3
3095022,2,0
3095023,2,0
3095023,2,0
3095023,2,0
3095024,1,2
3095024,1,3
3095024,2,0
3095024,2,0
3095024,2,0
3095025,2,0
3095025,2,0
3095026,2,0
3095026,2,0
3095027,1,1
3095027,1,3
3095027,2,0
3095028,1,2
3095028,2,0
3095028,2,0
3095029,1,2
3095029,1,2
3095029,1,3
3095029,2,0
3095029,2,0
3095029,2,0
3095030,2,0
3095030,2,0
3095031,2,0
3095031,2,0
3095033,2,0
3095033,2,0
3095034,1,1
3095034,2,0
3095035,1,4
3095035,2,0
3095038,2,0
3095038,2,0
3095038,2,0
3095040,1,2
3095040,2,0
3095041,1,2
3095041,2,0
3095042,2,0
3095042,2,0
3095043,1,1
3095043,1,3
3095043,2,0
3095044,1,2
3095044,2,0
3095044,2,0
3095045,2,0
3095045,2,0
3095046,1,1
3095046,2,0
3095046,2,0
3095046,2,0
3095047,2,0
3095047,2,0
3095047,2,0
3095048,1,3
3095048,2,0
3095049,2,0
3095049,2,0
3095049,2,0
3095051,2,0
3095051,2,0
3095052,2,0
3095055,2,0
3095055,2,0
3095056,1,1
3095056,1,2
3095058,1,2
3095058,2,0
3095058,2,0
3095059,2,0
3095059,2,0
3095060,2,0
3095060,2,0
3095062,1,3
3095062,2,0
3095062,2,0
3095063,2,0
3095064,1,1
3095064,1,3
3095064,2,0
3095064,2,0
3095064,2,0
