Directorio,¿Juega videojuegos?,¿Con qué frecuencia?
3087866,2,0
3087867,2,0
3087867,2,0
3087867,2,0
3087868,2,0
3087868,2,0
3087868,2,0
3087868,2,0
3087869,2,0
3087870,2,0
3087872,2,0
3087873,1,1
3087873,1,2
3087873,2,0
3087874,1,2
3087874,1,2
3087874,2,0
3087874,2,0
3087874,2,0
3087875,2,0
3087876,2,0
3087876,2,0
3087876,2,0
3087877,2,0
3087877,2,0
3087877,2,0
3087877,2,0
3087877,2,0
3087878,2,0
3087878,2,0
3087878,2,0
3087878,2,0
3087879,2,0
3087880,2,0
3087880,2,0
3087881,1,3
3087881,2,0
3087881,2,0
3087881,2,0
3087882,2,0
3087882,2,0
3087882,2,0
3087883,2,0
3087883,2,0
3087883,2,0
3087883,2,0
3087884,1,1
3087884,2,0
3087884,2,0
3087886,1,3
3087886,2,0
3087886,2,0
3087886,2,0
3087887,2,0
3087887,2,0
3087888,2,0
3087889,2,0
3087890,2,0
3087890,2,0
3087890,2,0
3087891,1,1
3087891,1,1
3087891,1,1
3087891,1,2
3087891,2,0
3087891,2,0
3087892,2,0
3087892,2,0
3087893,2,0
3087893,2,0
3087893,2,0
3087893,2,0
3087893,2,0
3087895,2,0
3087896,1,1
3087896,2,0
3087896,2,0
3087896,2,0
3087896,2,0
3087897,1,1
3087897,2,0
3087897,2,0
3087898,2,0
3087898,2,0
3087899,1,2
3087899,2,0
3087900,2,0
3087900,2,0
3087900,2,0
3087901,1,2
3087901,2,0
3087902,1,1
3087902,2,0
3087902,2,0
3087903,2,0
3087903,2,0
3087903,2,0
3087904,1,4
3087905,2,0
3087905,2,0
3087905,2,0
3087905,2,0
3087906,2,0
3087906,2,0
3087907,2,0
3087908,2,0
3087908,2,0
3087908,2,0
3087909,1,3
3087909,2,0
3087911,2,0
3087911,2,0
3087911,2,0
3087912,1,3
3087912,1,4
3087913,2,0
3087913,2,0
3087913,2,0
3087914,2,0
3087915,1,2
3087915,1,2
3087915,1,2
3087915,1,2
3087915,2,0
3087916,2,0
3087917,2,0
3087917,2,0
3087918,2,0
3087918,2,0
3087918,2,0
3087918,2,0
3087919,1,2
3087919,2,0
3087919,2,0
3087920,2,0
3087921,2,0
3087922,1,3
3087922,2,0
3087923,2,0
3087923,2,0
3087924,2,0
3087924,2,0
3087925,1,3
3087925,2,0
3087926,2,0
3087926,2,0
3087926,2,0
3087926,2,0
3087927,2,0
3087927,2,0
3087931,2,0
3087932,1,2
3087932,1,2
3087932,2,0
3087933,2,0
3087934,1,4
3087934,2,0
3087934,2,0
3087934,2,0
3087934,2,0
3087936,2,0
3087936,2,0
3087937,1,3
3087937,2,0
3087937,2,0
3087938,2,0
3087939,1,2
3087939,2,0
3087939,2,0
3087939,2,0
3087939,2,0
3087940,2,0
3087941,1,1
3087941,1,2
3087942,2,0
3087942,2,0
3087943,2,0
3087944,1,3
3087944,2,0
3087944,2,0
3087945,2,0
3087947,2,0
3087947,2,0
3087947,2,0
3087948,2,0
3087948,2,0
3087949,1,2
3087949,2,0
3087949,2,0
3087950,1,2
3087950,2,0
3087951,1,2
3087951,2,0
3087952,1,1
3087952,2,0
3087952,2,0
3087953,2,0
3087953,2,0
3087954,1,2
3087954,2,0
3087954,2,0
3087955,1,1
3087955,2,0
3087955,2,0
3087955,2,0
3087956,2,0
3087957,2,0
3087957,2,0
3087958,2,0
3087958,2,0
3087959,2,0
3087959,2,0
3087960,2,0
3087960,2,0
3087960,2,0
3087961,2,0
3087961,2,0
3087962,1,2
3087962,1,2
3087962,2,0
3087963,2,0
3087963,2,0
3087964,2,0
3087965,2,0
3087965,2,0
3087966,2,0
3087967,2,0
3087968,2,0
3087968,2,0
3087968,2,0
3087969,2,0
3087969,2,0
3087969,2,0
3087970,2,0
3087970,2,0
3087971,2,0
3087971,2,0
3087971,2,0
3087972,2,0
3087972,2,0
3087973,1,2
3087973,2,0
3087973,2,0
3087973,2,0
3087974,2,0
3087975,2,0
3087975,2,0
3087976,2,0
3087976,2,0
3087978,1,4
3087978,2,0
3087980,2,0
3087980,2,0
3087980,2,0
3087980,2,0
3087980,2,0
3087982,2,0
3087982,2,0
3087982,2,0
3087982,2,0
3087983,1,3
3087983,1,3
3087983,2,0
3087983,2,0
3087983,2,0
3087984,2,0
3087984,2,0
3087984,2,0
3087985,2,0
3087986,2,0
3087986,2,0
3087986,2,0
3087986,2,0
3087986,2,0
3087987,2,0
3087987,2,0
3087987,2,0
3087987,2,0
3087989,2,0
3087989,2,0
3087989,2,0
3087989,2,0
3087990,1,4
3087990,2,0
3087991,2,0
3087992,1,2
3087992,2,0
3087992,2,0
3087992,2,0
3087993,1,2
3087993,2,0
3087993,2,0
3087993,2,0
3087994,2,0
3087994,2,0
3087995,1,3
3087995,2,0
3087996,2,0
3087996,2,0
3087996,2,0
3087997,1,1
3087997,2,0
3087997,2,0
3087998,2,0
3087998,2,0
3087998,2,0
3087998,2,0
3087999,2,0
3087999,2,0
3088000,1,3
3088000,2,0
3088000,2,0
3088000,2,0
3088001,1,4
3088001,2,0
3088001,2,0
3088001,2,0
3088002,2,0
3088002,2,0
3088002,2,0
3088003,2,0
3088003,2,0
3088004,1,2
3088005,2,0
3088005,2,0
3088005,2,0
3088006,1,2
3088006,2,0
3088006,2,0
3088007,2,0
3088007,2,0
3088007,2,0
3088008,2,0
3088008,2,0
3088009,2,0
3088010,2,0
3088010,2,0
3088010,2,0
3088011,1,1
3088011,1,1
3088011,2,0
3088011,2,0
3088012,2,0
3088012,2,0
3088012,2,0
3088013,2,0
3088013,2,0
3088014,2,0
3088014,2,0
3088014,2,0
3088015,2,0
3088015,2,0
3088015,2,0
3088015,2,0
3088015,2,0
3088015,2,0
3088015,2,0
3088016,2,0
3088016,2,0
3088017,1,2
3088017,2,0
3088018,2,0
3088018,2,0
3088018,2,0
3088020,1,3
3088020,2,0
3088020,2,0
3088020,2,0
3088021,1,1
3088021,2,0
3088021,2,0
3088022,1,1
3088022,1,2
3088023,2,0
3088023,2,0
3088023,2,0
3088024,2,0
3088024,2,0
3088024,2,0
3088024,2,0
3088025,1,2
3088025,2,0
3088025,2,0
3088025,2,0
3088025,2,0
3088025,2,0
3088026,2,0
3088026,2,0
3088026,2,0
3088027,1,3
3088027,1,3
3088027,2,0
3088027,2,0
3088028,2,0
3088028,2,0
3088028,2,0
3088028,2,0
3088029,1,2
3088029,1,2
3088029,1,3
3088029,2,0
3088029,2,0
3088029,2,0
3088029,2,0
3088030,1,1
3088030,2,0
3088032,2,0
3088032,2,0
3088033,1,1
3088033,2,0
3088033,2,0
3088034,2,0
3088034,2,0
3088034,2,0
3088034,2,0
3088034,2,0
3088035,2,0
3088035,2,0
3088035,2,0
3088036,2,0
3088036,2,0
3088036,2,0
3088036,2,0
3088037,2,0
3088037,2,0
3088037,2,0
3088038,1,2
3088038,2,0
3088038,2,0
3088038,2,0
3088038,2,0
3088039,2,0
3088040,1,2
3088040,1,2
3088040,2,0
3088040,2,0
3088040,2,0
3088040,2,0
3088041,2,0
3088041,2,0
3088041,2,0
3088042,2,0
3088042,2,0
3088043,2,0
3088043,2,0
3088044,2,0
3088044,2,0
3088044,2,0
3088044,2,0
3088045,2,0
3088045,2,0
3088046,2,0
3088047,1,2
3088047,2,0
3088047,2,0
3088048,2,0
3088048,2,0
3088048,2,0
3088050,2,0
3088050,2,0
3088050,2,0
3088051,2,0
3088052,1,3
3088052,2,0
3088053,2,0
3088053,2,0
3088053,2,0
3088053,2,0
3088053,2,0
3088053,2,0
3088054,2,0
3088054,2,0
3088054,2,0
3088055,1,2
3088055,2,0
3088055,2,0
3088055,2,0
3088056,1,1
3088057,2,0
3088057,2,0
3088058,1,2
3088059,2,0
3088059,2,0
3088060,2,0
3088060,2,0
3088060,2,0
3088060,2,0
3088061,2,0
3088062,2,0
3088062,2,0
3088063,2,0
3088064,2,0
3088064,2,0
3088065,1,4
3088065,2,0
3088065,2,0
3088066,1,3
3088066,2,0
3088066,2,0
3088067,2,0
3088067,2,0
3088067,2,0
3088067,2,0
3088067,2,0
3088067,2,0
3088067,2,0
3088068,1,2
3088068,1,4
3088068,2,0
3088068,2,0
3088069,2,0
3088069,2,0
3088069,2,0
3088069,2,0
3088070,2,0
3088070,2,0
3088071,1,2
3088071,1,2
3088071,1,2
3088071,2,0
3088072,2,0
3088072,2,0
3088072,2,0
3088072,2,0
3088073,2,0
3088073,2,0
3088073,2,0
3088074,2,0
3088074,2,0
3088075,1,2
3088075,2,0
3088075,2,0
3088075,2,0
3088076,2,0
3088076,2,0
3088078,1,3
3088078,2,0
3088078,2,0
3088079,2,0
3088081,1,3
3088081,2,0
3088081,2,0
3088081,2,0
3088082,1,2
3088082,1,2
3088082,2,0
3088082,2,0
3088082,2,0
3088083,2,0
3088083,2,0
3088083,2,0
3088083,2,0
3088083,2,0
3088083,2,0
3088084,2,0
3088084,2,0
3088084,2,0
3088084,2,0
3088084,2,0
3088084,2,0
3088085,1,4
3088085,2,0
3088086,2,0
3088086,2,0
3088087,1,3
3088087,2,0
3088088,2,0
3088088,2,0
3088088,2,0
3088088,2,0
3088089,1,1
3088089,2,0
3088089,2,0
3088089,2,0
3088091,1,4
3088092,2,0
3088094,2,0
3088094,2,0
3088094,2,0
3088094,2,0
3088095,2,0
3088096,2,0
3088096,2,0
3088096,2,0
3088096,2,0
3088098,1,2
3088098,2,0
3088098,2,0
3088098,2,0
3088099,1,2
3088099,2,0
3088099,2,0
3088100,2,0
3088100,2,0
3088101,1,1
3088101,2,0
3088101,2,0
3088101,2,0
3088101,2,0
3088101,2,0
3088102,1,2
3088102,2,0
3088102,2,0
3088102,2,0
3088102,2,0
3088104,2,0
3088106,1,2
3088106,2,0
3088106,2,0
3088109,2,0
3088109,2,0
3088110,2,0
3088110,2,0
3088111,2,0
3088111,2,0
3088111,2,0
3088113,2,0
3088113,2,0
3088114,1,2
3088114,2,0
3088114,2,0
3088116,2,0
3088116,2,0
3088117,1,2
3088117,2,0
3088117,2,0
3088117,2,0
3088117,2,0
3088118,2,0
3088118,2,0
3088120,2,0
3088120,2,0
3088120,2,0
3088120,2,0
3088121,2,0
3088122,2,0
3088122,2,0
3088123,2,0
3088123,2,0
3088124,2,0
3088124,2,0
3088125,2,0
3088126,1,2
3088126,1,2
3088127,1,2
3088127,2,0
3088128,2,0
3088128,2,0
3088129,2,0
3088129,2,0
3088129,2,0
3088129,2,0
3088130,2,0
3088130,2,0
3088131,1,2
3088131,1,2
3088132,1,3
3088132,1,3
3088132,2,0
3088134,1,2
3088134,2,0
3088134,2,0
3088135,1,1
3088135,2,0
3088135,2,0
3088137,1,1
3088137,1,2
3088137,2,0
3088137,2,0
3088137,2,0
3088137,2,0
3088139,1,2
3088139,2,0
3088139,2,0
3088139,2,0
3088141,2,0
3088141,2,0
3088142,1,2
3088142,2,0
3088142,2,0
3088142,2,0
3088144,2,0
3088144,2,0
3088145,1,2
3088145,2,0
3088145,2,0
3088147,1,1
3088147,2,0
3088147,2,0
3088148,2,0
3088148,2,0
3088148,2,0
3088148,2,0
3088148,2,0
3088149,1,2
3088149,1,3
3088149,2,0
3088149,2,0
3088150,2,0
3088150,2,0
3088150,2,0
3088150,2,0
3088150,2,0
3088152,2,0
3088152,2,0
3088154,1,2
3088154,1,2
3088154,2,0
3088154,2,0
3088155,2,0
3088155,2,0
3088155,2,0
3088155,2,0
3088155,2,0
3088156,2,0
3088156,2,0
3088156,2,0
3088157,1,2
3088157,2,0
3088157,2,0
3088157,2,0
3088157,2,0
3088158,2,0
3088158,2,0
3088159,1,2
3088159,2,0
3088159,2,0
3088160,2,0
3088161,1,2
3088161,1,2
3088161,2,0
3088161,2,0
3088162,2,0
3088162,2,0
3088163,1,2
3088164,2,0
3088164,2,0
3088165,1,2
3088165,2,0
3088165,2,0
3088166,2,0
3088166,2,0
3088167,2,0
3088168,2,0
3088168,2,0
3088169,2,0
3088169,2,0
3088169,2,0
3088170,2,0
3088170,2,0
3088171,2,0
3088171,2,0
3088172,1,2
3088172,2,0
3088172,2,0
3088173,2,0
3088173,2,0
3088174,2,0
3088174,2,0
3088175,2,0
3088175,2,0
3088175,2,0
3088176,1,2
3088176,2,0
3088176,2,0
3088177,2,0
3088177,2,0
3088178,1,2
3088178,2,0
3088178,2,0
3088180,1,2
3088180,2,0
3088181,1,2
3088181,2,0
3088182,2,0
3088182,2,0
3088183,1,1
3088183,1,4
3088183,2,0
3088183,2,0
3088185,2,0
3088185,2,0
3088185,2,0
3088186,2,0
3088187,1,1
3088187,2,0
3088188,1,2
3088188,1,3
3088188,1,3
3088188,2,0
3088189,2,0
3088189,2,0
3088189,2,0
3088190,1,3
3088190,2,0
3088190,2,0
3088190,2,0
3088191,1,3
3088191,2,0
3088192,2,0
3088192,2,0
3088192,2,0
3088193,2,0
3088194,1,3
3088195,1,4
3088195,2,0
3088195,2,0
3088196,1,1
3088196,1,1
3088196,2,0
3088196,2,0
3088196,2,0
3088197,1,2
3088197,2,0
3088197,2,0
3088198,2,0
3088198,2,0
3088199,1,2
3088199,2,0
3088199,2,0
3088200,2,0
3088200,2,0
3088201,1,3
3088201,2,0
3088201,2,0
3088201,2,0
3088202,2,0
3088202,2,0
3088202,2,0
3088203,2,0
3088203,2,0
3088203,2,0
3088205,1,3
3088205,1,4
3088205,1,4
3088207,2,0
3088207,2,0
3088208,2,0
3088208,2,0
3088208,2,0
3088209,2,0
3088209,2,0
3088210,2,0
3088210,2,0
3088210,2,0
3088211,2,0
3088212,2,0
3088212,2,0
3088212,2,0
3088213,1,4
3088213,2,0
3088213,2,0
3088213,2,0
3088215,1,1
3088216,2,0
3088217,2,0
3088218,2,0
3088218,2,0
3088218,2,0
3088219,2,0
3088219,2,0
3088219,2,0
3088220,2,0
3088220,2,0
3088220,2,0
3088221,1,2
3088221,2,0
3088222,2,0
3088222,2,0
3088223,1,1
3088223,1,2
3088223,1,3
3088223,2,0
3088224,1,2
3088224,2,0
3088224,2,0
3088225,1,2
3088225,2,0
3088225,2,0
3088227,2,0
3088227,2,0
3088227,2,0
3088228,2,0
3088228,2,0
3088229,1,1
3088229,2,0
3088229,2,0
3088230,2,0
3088230,2,0
3088231,1,3
3088231,2,0
3088231,2,0
3088232,2,0
3088232,2,0
3088233,2,0
3088233,2,0
3088234,2,0
3088234,2,0
3088235,2,0
3088235,2,0
3088235,2,0
3088236,2,0
3088236,2,0
3088237,1,2
3088237,1,4
3088237,1,4
3088237,2,0
3088238,2,0
3088238,2,0
3088239,2,0
3088239,2,0
3088240,2,0
3088240,2,0
3088240,2,0
3088241,2,0
3088242,2,0
3088242,2,0
3088243,2,0
3088244,2,0
3088245,2,0
3088245,2,0
3088245,2,0
3088246,2,0
3088246,2,0
3088247,2,0
3088247,2,0
3088248,1,1
3088248,1,1
3088248,2,0
3088249,2,0
3088249,2,0
3088249,2,0
3088249,2,0
3088249,2,0
3088249,2,0
3088250,2,0
3088250,2,0
3088251,1,1
3088251,1,1
3088252,1,2
3088252,1,3
3088252,2,0
3088253,1,2
3088253,2,0
3088253,2,0
3088254,2,0
3088254,2,0
3088255,2,0
3088255,2,0
3088255,2,0
3088256,1,1
3088256,2,0
3088256,2,0
3088257,2,0
3088257,2,0
3088258,2,0
3088259,2,0
3088259,2,0
3088259,2,0
3088260,2,0
3088260,2,0
3088260,2,0
3088260,2,0
3088261,2,0
3088261,2,0
3088261,2,0
3088262,1,1
3088262,1,4
3088262,2,0
3088263,2,0
3088263,2,0
3088263,2,0
3088263,2,0
3088264,1,1
3088264,2,0
3088265,2,0
3088265,2,0
3088265,2,0
3088266,1,2
3088266,1,3
3088266,2,0
3088266,2,0
3088266,2,0
3088266,2,0
3088266,2,0
3088267,2,0
3088269,1,2
3088271,2,0
3088271,2,0
3088271,2,0
3088273,2,0
3088273,2,0
3088274,2,0
3088274,2,0
3088275,1,2
3088275,1,3
3088278,2,0
3088278,2,0
3088279,2,0
3088279,2,0
3088279,2,0
3088279,2,0
3088281,2,0
3088282,1,2
3088282,2,0
3088282,2,0
3088283,2,0
3088283,2,0
3088284,2,0
3088284,2,0
3088285,2,0
3088285,2,0
3088285,2,0
3088286,2,0
3088286,2,0
3088286,2,0
3088287,2,0
3088287,2,0
3088288,1,3
3088288,2,0
3088289,1,2
3088289,2,0
3088289,2,0
3088289,2,0
3088290,2,0
3088290,2,0
3088290,2,0
3088291,2,0
3088292,1,3
3088292,2,0
3088292,2,0
3088292,2,0
3088292,2,0
3088293,2,0
3088294,2,0
3088294,2,0
3088295,2,0
3088296,2,0
3088297,2,0
3088298,2,0
3088298,2,0
3088299,2,0
3088299,2,0
3088300,1,2
3088300,2,0
3088302,2,0
3088303,2,0
3088303,2,0
3088305,1,2
3088305,1,2
3088305,2,0
3088305,2,0
3088305,2,0
3088305,2,0
3088305,2,0
3088306,2,0
3088307,1,3
3088309,1,2
3088309,1,2
3088309,2,0
3088309,2,0
3088309,2,0
3088310,2,0
3088310,2,0
3088310,2,0
3088310,2,0
3088310,2,0
3088311,1,2
3088311,2,0
3088312,1,3
3088312,1,3
3088312,2,0
3088312,2,0
3088314,1,1
3088315,2,0
3088315,2,0
3088316,2,0
3088316,2,0
3088316,2,0
3088316,2,0
3088317,2,0
3088317,2,0
3088319,2,0
3088319,2,0
3088320,2,0
3088320,2,0
3088320,2,0
3088321,1,1
3088322,2,0
3088322,2,0
3088322,2,0
3088322,2,0
3088324,1,1
3088324,2,0
3088324,2,0
3088325,1,1
3088325,1,2
3088326,2,0
3088326,2,0
3088327,2,0
3088328,2,0
3088328,2,0
3088328,2,0
3088329,1,2
3088329,1,2
3088329,2,0
3088329,2,0
3088329,2,0
3088329,2,0
3088330,2,0
3088331,2,0
3088332,1,2
3088332,2,0
3088332,2,0
3088333,2,0
3088333,2,0
3088334,2,0
3088334,2,0
3088335,2,0
3088335,2,0
3088335,2,0
3088336,2,0
3088336,2,0
3088337,2,0
3088337,2,0
3088337,2,0
3088338,1,2
3088338,1,2
3088338,1,2
3088339,2,0
3088339,2,0
3088339,2,0
3088340,1,3
3088340,2,0
3088342,2,0
3088342,2,0
3088343,1,2
3088343,2,0
3088344,2,0
3088345,2,0
3088345,2,0
3088346,2,0
3088346,2,0
3088348,2,0
3088349,2,0
3088350,1,3
3088350,1,4
3088351,2,0
3088351,2,0
3088352,2,0
3088353,1,1
3088355,1,2
3088355,2,0
3088356,1,1
3088356,1,2
3088357,1,1
3088357,2,0
3088358,1,3
3088358,2,0
3088358,2,0
3088358,2,0
3088358,2,0
3088359,1,2
3088359,1,2
3088359,2,0
3088359,2,0
3088360,2,0
3088361,2,0
3088362,1,4
3088362,2,0
3088362,2,0
3088363,1,2
3088364,1,1
3088364,2,0
3088364,2,0
3088365,2,0
3088365,2,0
3088366,2,0
3088367,2,0
3088367,2,0
3088368,2,0
3088368,2,0
3088368,2,0
3088369,2,0
3088370,1,1
3088370,2,0
3088371,2,0
3088371,2,0
3088372,1,2
3088372,1,2
3088372,2,0
3088372,2,0
3088374,2,0
3088374,2,0
3088374,2,0
3088374,2,0
3088375,1,2
3088375,2,0
3088376,2,0
3088376,2,0
3088376,2,0
3088377,2,0
3088377,2,0
3088377,2,0
3088378,1,1
3088378,1,2
3088378,2,0
3088378,2,0
3088379,1,3
3088379,2,0
3088380,1,1
3088380,2,0
3088380,2,0
3088380,2,0
3088381,1,3
3088381,2,0
3088382,2,0
3088382,2,0
3088383,1,1
3088383,1,2
3088383,2,0
3088384,2,0
3088384,2,0
3088384,2,0
3088384,2,0
3088385,2,0
3088385,2,0
3088386,2,0
3088387,2,0
3088387,2,0
3088388,1,1
3088388,1,1
3088388,1,1
3088388,1,2
3088388,2,0
3088388,2,0
3088389,1,3
3088389,1,3
3088389,2,0
3088389,2,0
3088390,2,0
3088390,2,0
3088390,2,0
3088391,2,0
3088391,2,0
3088391,2,0
3088392,2,0
3088392,2,0
3088395,1,2
3088395,1,3
3088395,2,0
3088396,1,2
3088396,2,0
3088396,2,0
3088397,1,3
3088397,1,4
3088398,1,1
3088398,1,1
3088398,1,1
3088398,1,4
3088398,2,0
3088399,2,0
3088399,2,0
3088399,2,0
3088400,2,0
3088400,2,0
3088402,1,2
3088402,1,4
3088402,2,0
3088402,2,0
3088402,2,0
3088403,2,0
3088404,2,0
3088405,2,0
3088406,2,0
3088406,2,0
3088407,2,0
3088407,2,0
3088411,2,0
3088411,2,0
3088411,2,0
3088413,1,3
3088413,2,0
3088413,2,0
3088414,2,0
3088414,2,0
3088415,1,2
3088415,2,0
3088415,2,0
3088416,2,0
3088417,2,0
3088418,2,0
3088420,1,2
3088420,2,0
3088420,2,0
3088421,2,0
3088421,2,0
3088422,2,0
3088422,2,0
3088423,1,1
3088423,1,1
3088423,1,2
3088423,2,0
3088423,2,0
3088424,2,0
3088424,2,0
3088425,2,0
3088425,2,0
3088425,2,0
3088425,2,0
3088427,2,0
3088427,2,0
3088427,2,0
3088428,1,2
3088428,1,2
3088428,2,0
3088428,2,0
3088429,1,2
3088429,2,0
3088429,2,0
3088429,2,0
3088430,2,0
3088431,2,0
3088431,2,0
3088432,2,0
3088432,2,0
3088432,2,0
3088433,2,0
3088434,2,0
3088434,2,0
3088435,1,1
3088435,1,2
3088435,1,2
3088435,2,0
3088436,2,0
3088436,2,0
3088437,2,0
3088438,2,0
3088438,2,0
3088439,2,0
3088439,2,0
3088439,2,0
3088439,2,0
3088440,2,0
3088442,1,1
3088442,2,0
3088442,2,0
3088444,1,1
3088444,1,1
3088444,2,0
3088444,2,0
3088447,2,0
3088447,2,0
3088447,2,0
3088447,2,0
3088448,2,0
3088448,2,0
3088449,2,0
3088449,2,0
3088452,1,2
3088452,2,0
3088452,2,0
3088452,2,0
3088453,2,0
3088453,2,0
3088453,2,0
3088454,2,0
3088454,2,0
3088455,1,3
3088456,1,1
3088456,2,0
3088456,2,0
3088456,2,0
3088456,2,0
3088457,2,0
3088457,2,0
3088457,2,0
3088457,2,0
3088457,2,0
3088459,1,2
3088459,2,0
3088460,2,0
3088460,2,0
3088462,2,0
3088462,2,0
3088463,2,0
3088463,2,0
3088464,1,3
3088464,1,4
3088464,2,0
3088465,2,0
3088465,2,0
3088465,2,0
3088466,2,0
3088467,2,0
3088467,2,0
3088468,1,1
3088468,2,0
3088469,2,0
3088469,2,0
3088470,1,1
3088470,1,2
3088470,2,0
3088471,1,3
3088471,2,0
3088472,1,2
3088472,2,0
3088472,2,0
3088472,2,0
3088473,1,2
3088476,2,0
3088477,2,0
3088477,2,0
3088478,2,0
3088478,2,0
3088478,2,0
3088478,2,0
3088479,2,0
3088479,2,0
3088479,2,0
3088481,1,2
3088481,2,0
3088481,2,0
3088481,2,0
3088482,2,0
3088482,2,0
3088484,1,3
3088484,2,0
3088485,2,0
3088485,2,0
3088485,2,0
3088486,1,3
3088486,2,0
3088487,2,0
3088487,2,0
3088487,2,0
3088487,2,0
3088488,2,0
3088489,2,0
3088490,2,0
3088491,2,0
3088492,1,2
3088492,1,3
3088492,2,0
3088493,1,2
3088493,1,2
3088494,2,0
3088494,2,0
3088495,2,0
3088495,2,0
3088495,2,0
3088495,2,0
3088495,2,0
3088496,2,0
3088496,2,0
3088497,2,0
3088497,2,0
3088498,2,0
3088498,2,0
3088499,2,0
3088499,2,0
3088499,2,0
3088500,1,2
3088500,2,0
3088501,2,0
3088501,2,0
3088501,2,0
3088502,2,0
3088502,2,0
3088503,2,0
3088503,2,0
3088503,2,0
3088504,2,0
3088504,2,0
3088505,2,0
3088505,2,0
3088506,1,2
3088506,2,0
3088506,2,0
3088508,2,0
3088508,2,0
3088509,2,0
3088509,2,0
3088509,2,0
3088509,2,0
3088510,2,0
3088510,2,0
3088512,2,0
3088512,2,0
3088513,2,0
3088514,1,2
3088514,1,2
3088514,2,0
3088514,2,0
3088515,2,0
3088515,2,0
3088515,2,0
3088516,1,2
3088516,2,0
3088516,2,0
3088516,2,0
3088517,2,0
3088517,2,0
3088518,2,0
3088520,1,1
3088520,2,0
3088520,2,0
3088521,2,0
3088521,2,0
3088521,2,0
3088522,2,0
3088522,2,0
3088523,1,2
3088524,2,0
3088524,2,0
3088524,2,0
3088525,2,0
3088525,2,0
3088527,2,0
3088527,2,0
3088527,2,0
3088528,2,0
3088529,2,0
3088530,1,1
3088530,2,0
3088530,2,0
3088531,1,1
3088531,1,3
3088531,2,0
3088532,1,2
3088533,2,0
3088534,1,3
3088534,2,0
3088534,2,0
3088534,2,0
3088535,2,0
3088536,2,0
3088537,2,0
3088537,2,0
3088538,1,1
3088538,2,0
3088538,2,0
3088539,2,0
3088541,2,0
3088542,1,3
3088542,2,0
3088543,2,0
3088543,2,0
3088544,2,0
3088545,2,0
3088545,2,0
3088546,1,2
3088546,2,0
3088546,2,0
3088546,2,0
3088547,1,3
3088547,2,0
3088547,2,0
3088547,2,0
3088547,2,0
3088548,2,0
3088548,2,0
3088548,2,0
3088548,2,0
3088549,2,0
3088550,2,0
3088550,2,0
3088550,2,0
3088551,2,0
3088552,1,3
3088552,2,0
3088552,2,0
3088553,2,0
3088554,2,0
3088554,2,0
3088555,1,2
3088555,2,0
3088555,2,0
3088555,2,0
3088555,2,0
3088555,2,0
3088556,2,0
3088556,2,0
3088556,2,0
3088558,2,0
3088558,2,0
3088558,2,0
3088560,2,0
3088560,2,0
3088560,2,0
3088560,2,0
3088561,1,1
3088561,2,0
3088561,2,0
3088561,2,0
3088562,1,3
3088562,1,3
3088563,2,0
3088564,1,2
3088564,1,2
3088564,2,0
3088564,2,0
3088564,2,0
3088565,2,0
3088565,2,0
3088566,1,3
3088567,2,0
3088567,2,0
3088568,1,2
3088569,2,0
3088569,2,0
3088570,2,0
3088572,1,1
3088572,2,0
3088572,2,0
3088572,2,0
3088573,2,0
3088573,2,0
3088573,2,0
3088574,1,4
3088574,2,0
3088574,2,0
3088574,2,0
3088574,2,0
3088575,1,1
3088575,2,0
3088576,1,3
3088576,2,0
3088576,2,0
3088577,2,0
3088577,2,0
3088578,2,0
3088579,1,1
3088579,1,2
3088579,2,0
3088579,2,0
3088579,2,0
3088580,1,2
3088580,2,0
3088580,2,0
3088580,2,0
3088581,2,0
3088584,1,2
3088584,1,4
3088584,2,0
3088584,2,0
3088585,2,0
3088586,1,2
3088586,2,0
3088586,2,0
3088586,2,0
3088587,2,0
3088587,2,0
3088587,2,0
3088588,2,0
3088589,2,0
3088590,2,0
3088590,2,0
3088591,1,2
3088591,2,0
3088591,2,0
3088592,2,0
3088593,2,0
3088594,2,0
3088594,2,0
3088594,2,0
3088595,2,0
3088596,1,3
3088596,2,0
3088596,2,0
3088596,2,0
3088596,2,0
3088597,2,0
3088597,2,0
3088599,1,2
3088599,1,4
3088599,2,0
3088599,2,0
3088599,2,0
3088599,2,0
3088599,2,0
3088600,2,0
3088600,2,0
3088600,2,0
3088600,2,0
3088600,2,0
3088600,2,0
3088601,1,2
3088601,2,0
3088601,2,0
3088601,2,0
3088602,2,0
3088603,1,1
3088603,2,0
3088603,2,0
3088604,1,3
3088604,2,0
3088604,2,0
3088605,2,0
3088605,2,0
3088605,2,0
3088606,2,0
3088606,2,0
3088606,2,0
3088607,2,0
3088607,2,0
3088608,2,0
3088608,2,0
3088609,2,0
3088609,2,0
3088609,2,0
3088610,2,0
3088610,2,0
3088611,1,3
3088611,2,0
3088612,2,0
3088612,2,0
3088612,2,0
3088612,2,0
3088612,2,0
3088613,2,0
3088613,2,0
3088614,2,0
3088615,1,2
3088615,2,0
3088615,2,0
3088615,2,0
3088616,2,0
3088616,2,0
3088616,2,0
3088617,1,3
3088617,2,0
3088617,2,0
3088617,2,0
3088617,2,0
3088619,2,0
3088619,2,0
3088619,2,0
3088620,2,0
3088620,2,0
3088620,2,0
3088621,2,0
3088621,2,0
3088621,2,0
3088623,2,0
3088624,2,0
